word_one	word_two	avg_surprisals	avg_surprisals
leone	topo	11.170894622802734	11.170894622802734
serpente	topo	14.665291786193848	14.665291786193848
pastello	topo	12.881851196289062	12.881851196289062
scimmia	topo	10.934125900268555	10.934125900268555
cane	topo	8.60965347290039	8.60965347290039
tigre	topo	11.087554931640625	11.087554931640625
pettine	topo	13.070385932922363	13.070385932922363
camicia	topo	13.417253494262695	13.417253494262695
gabbiano	topo	13.149919509887695	13.149919509887695
tenda	topo	13.939891815185547	13.939891815185547
letto	topo	10.640811920166016	10.640811920166016
passero	topo	10.562278747558594	10.562278747558594
mucca	topo	11.691516876220703	11.691516876220703
gufo	topo	12.092245101928711	12.092245101928711
poltrona	topo	15.920798301696777	15.920798301696777
elefante	topo	13.968608856201172	13.968608856201172
scopa	topo	12.084260940551758	12.084260940551758
quaderno	topo	12.345207214355469	12.345207214355469
topo	vaso	11.567960739135742	11.567960739135742
spada	topo	10.697799682617188	10.697799682617188
orso	topo	10.466053009033203	10.466053009033203
maiale	topo	12.69736385345459	12.69736385345459
gatto	topo	12.157408714294434	12.157408714294434
penna	topo	10.61834716796875	10.61834716796875
armadio	topo	14.745695114135742	14.745695114135742
coniglio	topo	13.483382225036621	13.483382225036621
giacca	topo	11.503864288330078	11.503864288330078
cavallo	leone	15.91403865814209	15.91403865814209
cavallo	serpente	20.57089614868164	20.57089614868164
cavallo	pastello	17.200820922851562	17.200820922851562
cavallo	scimmia	15.932146072387695	15.932146072387695
cane	cavallo	13.105240821838379	13.105240821838379
cavallo	tigre	15.771810531616211	15.771810531616211
cavallo	pettine	17.219669342041016	17.219669342041016
camicia	cavallo	16.759571075439453	16.759571075439453
cavallo	gabbiano	16.82756996154785	16.82756996154785
cavallo	tenda	18.074176788330078	18.074176788330078
cavallo	letto	14.126494407653809	14.126494407653809
cavallo	passero	15.643054962158203	15.643054962158203
cavallo	mucca	17.95444107055664	17.95444107055664
cavallo	gufo	17.47534942626953	17.47534942626953
cavallo	poltrona	20.588314056396484	20.588314056396484
cavallo	elefante	19.814964294433594	19.814964294433594
cavallo	scopa	15.958993911743164	15.958993911743164
cavallo	quaderno	16.265403747558594	16.265403747558594
cavallo	vaso	13.485370635986328	13.485370635986328
cavallo	spada	16.328115463256836	16.328115463256836
cavallo	orso	15.130138397216797	15.130138397216797
cavallo	maiale	16.885875701904297	16.885875701904297
cavallo	gatto	16.603084564208984	16.603084564208984
cavallo	penna	16.222505569458008	16.222505569458008
armadio	cavallo	18.123781204223633	18.123781204223633
cavallo	coniglio	18.884788513183594	18.884788513183594
cavallo	giacca	16.342859268188477	16.342859268188477
leone	serpente	17.306869506835938	17.306869506835938
leone	pastello	15.572745323181152	15.572745323181152
leone	scimmia	13.423635482788086	13.423635482788086
cane	leone	11.590948104858398	11.590948104858398
leone	tigre	13.477705001831055	13.477705001831055
leone	pettine	16.305700302124023	16.305700302124023
camicia	leone	14.222223281860352	14.222223281860352
gabbiano	leone	14.377104759216309	14.377104759216309
leone	tenda	15.052711486816406	15.052711486816406
leone	letto	10.023828506469727	10.023828506469727
leone	passero	14.21042251586914	14.21042251586914
leone	mucca	15.248455047607422	15.248455047607422
gufo	leone	13.991559028625488	13.991559028625488
leone	poltrona	18.33694839477539	18.33694839477539
elefante	leone	15.308396339416504	15.308396339416504
leone	scopa	14.552911758422852	14.552911758422852
leone	quaderno	15.369795799255371	15.369795799255371
leone	vaso	12.66447639465332	12.66447639465332
leone	spada	16.535301208496094	16.535301208496094
leone	orso	14.537630081176758	14.537630081176758
leone	maiale	13.639915466308594	13.639915466308594
gatto	leone	13.178065299987793	13.178065299987793
leone	penna	12.978357315063477	12.978357315063477
armadio	leone	15.838949203491211	15.838949203491211
coniglio	leone	15.380960464477539	15.380960464477539
giacca	leone	13.91236400604248	13.91236400604248
pastello	serpente	20.443477630615234	20.443477630615234
scimmia	serpente	18.864763259887695	18.864763259887695
cane	serpente	15.786327362060547	15.786327362060547
serpente	tigre	17.65792465209961	17.65792465209961
pettine	serpente	19.948974609375	19.948974609375
camicia	serpente	20.854598999023438	20.854598999023438
gabbiano	serpente	19.701858520507812	19.701858520507812
serpente	tenda	19.54837417602539	19.54837417602539
letto	serpente	15.716089248657227	15.716089248657227
passero	serpente	19.239465713500977	19.239465713500977
mucca	serpente	20.566211700439453	20.566211700439453
gufo	serpente	19.094148635864258	19.094148635864258
poltrona	serpente	23.135738372802734	23.135738372802734
elefante	serpente	20.802270889282227	20.802270889282227
scopa	serpente	19.538448333740234	19.538448333740234
quaderno	serpente	19.13663101196289	19.13663101196289
serpente	vaso	17.563671112060547	17.563671112060547
serpente	spada	20.19448471069336	20.19448471069336
orso	serpente	18.65007781982422	18.65007781982422
maiale	serpente	18.90533447265625	18.90533447265625
gatto	serpente	18.369855880737305	18.369855880737305
penna	serpente	17.161888122558594	17.161888122558594
armadio	serpente	22.507061004638672	22.507061004638672
coniglio	serpente	20.586387634277344	20.586387634277344
giacca	serpente	20.362253189086914	20.362253189086914
pastello	scimmia	15.76474380493164	15.76474380493164
cane	pastello	14.967863082885742	14.967863082885742
pastello	tigre	16.79994773864746	16.79994773864746
pastello	pettine	17.100080490112305	17.100080490112305
camicia	pastello	17.614524841308594	17.614524841308594
gabbiano	pastello	16.569704055786133	16.569704055786133
pastello	tenda	17.57748794555664	17.57748794555664
letto	pastello	11.764866828918457	11.764866828918457
passero	pastello	15.948098182678223	15.948098182678223
mucca	pastello	16.758390426635742	16.758390426635742
gufo	pastello	17.060789108276367	17.060789108276367
pastello	poltrona	19.537460327148438	19.537460327148438
elefante	pastello	19.139198303222656	19.139198303222656
pastello	scopa	17.999271392822266	17.999271392822266
pastello	quaderno	17.931222915649414	17.931222915649414
pastello	vaso	17.03837776184082	17.03837776184082
pastello	spada	17.23553466796875	17.23553466796875
orso	pastello	15.10354232788086	15.10354232788086
maiale	pastello	16.67421531677246	16.67421531677246
gatto	pastello	16.1439208984375	16.1439208984375
pastello	penna	15.730339050292969	15.730339050292969
armadio	pastello	17.97650146484375	17.97650146484375
coniglio	pastello	18.384754180908203	18.384754180908203
giacca	pastello	15.618887901306152	15.618887901306152
cane	scimmia	12.106805801391602	12.106805801391602
scimmia	tigre	14.50590705871582	14.50590705871582
pettine	scimmia	15.203544616699219	15.203544616699219
camicia	scimmia	16.510805130004883	16.510805130004883
gabbiano	scimmia	16.18985939025879	16.18985939025879
scimmia	tenda	15.17663288116455	15.17663288116455
letto	scimmia	12.731148719787598	12.731148719787598
passero	scimmia	15.814414978027344	15.814414978027344
mucca	scimmia	17.517560958862305	17.517560958862305
gufo	scimmia	15.200044631958008	15.200044631958008
poltrona	scimmia	19.722209930419922	19.722209930419922
elefante	scimmia	18.13953399658203	18.13953399658203
scimmia	scopa	17.044919967651367	17.044919967651367
quaderno	scimmia	17.41860580444336	17.41860580444336
scimmia	vaso	13.144304275512695	13.144304275512695
scimmia	spada	16.259777069091797	16.259777069091797
orso	scimmia	14.815631866455078	14.815631866455078
maiale	scimmia	14.936005592346191	14.936005592346191
gatto	scimmia	15.540060043334961	15.540060043334961
penna	scimmia	14.132391929626465	14.132391929626465
armadio	scimmia	18.43716812133789	18.43716812133789
coniglio	scimmia	16.65640640258789	16.65640640258789
giacca	scimmia	16.190248489379883	16.190248489379883
cane	tigre	11.797330856323242	11.797330856323242
cane	pettine	13.018983840942383	13.018983840942383
camicia	cane	14.06873893737793	14.06873893737793
cane	gabbiano	13.358999252319336	13.358999252319336
cane	tenda	13.227229118347168	13.227229118347168
cane	letto	7.445064544677734	7.445064544677734
cane	passero	10.744203567504883	10.744203567504883
cane	mucca	12.763999938964844	12.763999938964844
cane	gufo	12.637811660766602	12.637811660766602
cane	poltrona	14.880298614501953	14.880298614501953
cane	elefante	14.356898307800293	14.356898307800293
cane	scopa	13.184144973754883	13.184144973754883
cane	quaderno	13.801898956298828	13.801898956298828
cane	vaso	11.999584197998047	11.999584197998047
cane	spada	11.559859275817871	11.559859275817871
cane	orso	11.847816467285156	11.847816467285156
cane	maiale	11.119049072265625	11.119049072265625
cane	gatto	12.572586059570312	12.572586059570312
cane	penna	12.529048919677734	12.529048919677734
armadio	cane	14.106541633605957	14.106541633605957
cane	coniglio	12.969444274902344	12.969444274902344
cane	giacca	11.580001831054688	11.580001831054688
pettine	tigre	15.006747245788574	15.006747245788574
camicia	tigre	14.654748916625977	14.654748916625977
gabbiano	tigre	15.289058685302734	15.289058685302734
tenda	tigre	13.819929122924805	13.819929122924805
letto	tigre	10.950111389160156	10.950111389160156
passero	tigre	13.464517593383789	13.464517593383789
mucca	tigre	16.448650360107422	16.448650360107422
gufo	tigre	15.546599388122559	15.546599388122559
poltrona	tigre	17.06893539428711	17.06893539428711
elefante	tigre	17.68067169189453	17.68067169189453
scopa	tigre	14.952092170715332	14.952092170715332
quaderno	tigre	14.893392562866211	14.893392562866211
tigre	vaso	12.89374828338623	12.89374828338623
spada	tigre	14.305950164794922	14.305950164794922
orso	tigre	14.353208541870117	14.353208541870117
maiale	tigre	14.598512649536133	14.598512649536133
gatto	tigre	15.00450325012207	15.00450325012207
penna	tigre	14.037731170654297	14.037731170654297
armadio	tigre	16.586637496948242	16.586637496948242
coniglio	tigre	16.449050903320312	16.449050903320312
giacca	tigre	13.812872886657715	13.812872886657715
camicia	pettine	16.713350296020508	16.713350296020508
gabbiano	pettine	16.0472412109375	16.0472412109375
pettine	tenda	15.970348358154297	15.970348358154297
letto	pettine	12.815947532653809	12.815947532653809
passero	pettine	15.594752311706543	15.594752311706543
mucca	pettine	17.679725646972656	17.679725646972656
gufo	pettine	16.532390594482422	16.532390594482422
pettine	poltrona	19.286561965942383	19.286561965942383
elefante	pettine	18.5289363861084	18.5289363861084
pettine	scopa	16.33017349243164	16.33017349243164
pettine	quaderno	16.78643798828125	16.78643798828125
pettine	vaso	16.65542984008789	16.65542984008789
pettine	spada	16.137414932250977	16.137414932250977
orso	pettine	15.572504997253418	15.572504997253418
maiale	pettine	16.03333282470703	16.03333282470703
gatto	pettine	15.042601585388184	15.042601585388184
penna	pettine	14.779150009155273	14.779150009155273
armadio	pettine	18.27654457092285	18.27654457092285
coniglio	pettine	17.745826721191406	17.745826721191406
giacca	pettine	16.202686309814453	16.202686309814453
camicia	gabbiano	17.286415100097656	17.286415100097656
camicia	tenda	16.118196487426758	16.118196487426758
camicia	letto	11.51982593536377	11.51982593536377
camicia	passero	16.667198181152344	16.667198181152344
camicia	mucca	17.614028930664062	17.614028930664062
camicia	gufo	16.5512638092041	16.5512638092041
camicia	poltrona	17.955520629882812	17.955520629882812
camicia	elefante	18.531484603881836	18.531484603881836
camicia	scopa	17.156776428222656	17.156776428222656
camicia	quaderno	17.11174964904785	17.11174964904785
camicia	vaso	14.137147903442383	14.137147903442383
camicia	spada	16.43580436706543	16.43580436706543
camicia	orso	15.124467849731445	15.124467849731445
camicia	maiale	15.972369194030762	15.972369194030762
camicia	gatto	16.07939910888672	16.07939910888672
camicia	penna	14.453117370605469	14.453117370605469
armadio	camicia	18.38019561767578	18.38019561767578
camicia	coniglio	16.216753005981445	16.216753005981445
camicia	giacca	17.300445556640625	17.300445556640625
gabbiano	tenda	16.18114471435547	16.18114471435547
gabbiano	letto	12.615411758422852	12.615411758422852
gabbiano	passero	16.935405731201172	16.935405731201172
gabbiano	mucca	17.649757385253906	17.649757385253906
gabbiano	gufo	16.66122817993164	16.66122817993164
gabbiano	poltrona	20.32570457458496	20.32570457458496
elefante	gabbiano	19.17462921142578	19.17462921142578
gabbiano	scopa	16.34442138671875	16.34442138671875
gabbiano	quaderno	16.030563354492188	16.030563354492188
gabbiano	vaso	15.207685470581055	15.207685470581055
gabbiano	spada	16.47615623474121	16.47615623474121
gabbiano	orso	14.74205207824707	14.74205207824707
gabbiano	maiale	16.283321380615234	16.283321380615234
gabbiano	gatto	15.211368560791016	15.211368560791016
gabbiano	penna	15.104630470275879	15.104630470275879
armadio	gabbiano	18.07352638244629	18.07352638244629
coniglio	gabbiano	16.345739364624023	16.345739364624023
gabbiano	giacca	15.494667053222656	15.494667053222656
letto	tenda	13.983911514282227	13.983911514282227
passero	tenda	16.254459381103516	16.254459381103516
mucca	tenda	15.622880935668945	15.622880935668945
gufo	tenda	17.085147857666016	17.085147857666016
poltrona	tenda	19.132549285888672	19.132549285888672
elefante	tenda	18.267974853515625	18.267974853515625
scopa	tenda	15.362015724182129	15.362015724182129
quaderno	tenda	16.948524475097656	16.948524475097656
tenda	vaso	15.634336471557617	15.634336471557617
spada	tenda	15.911264419555664	15.911264419555664
orso	tenda	15.893463134765625	15.893463134765625
maiale	tenda	17.57653045654297	17.57653045654297
gatto	tenda	17.09087371826172	17.09087371826172
penna	tenda	14.388313293457031	14.388313293457031
armadio	tenda	17.891555786132812	17.891555786132812
coniglio	tenda	17.869108200073242	17.869108200073242
giacca	tenda	15.596296310424805	15.596296310424805
letto	passero	12.292692184448242	12.292692184448242
letto	mucca	12.563525199890137	12.563525199890137
gufo	letto	13.329071044921875	13.329071044921875
letto	poltrona	15.343437194824219	15.343437194824219
elefante	letto	14.863370895385742	14.863370895385742
letto	scopa	12.93730354309082	12.93730354309082
letto	quaderno	12.298254013061523	12.298254013061523
letto	vaso	13.117077827453613	13.117077827453613
letto	spada	14.635643005371094	14.635643005371094
letto	orso	11.598550796508789	11.598550796508789
letto	maiale	11.052289009094238	11.052289009094238
gatto	letto	12.205870628356934	12.205870628356934
letto	penna	11.02651309967041	11.02651309967041
armadio	letto	14.75271224975586	14.75271224975586
coniglio	letto	12.656877517700195	12.656877517700195
giacca	letto	10.84157657623291	10.84157657623291
mucca	passero	16.030052185058594	16.030052185058594
gufo	passero	16.345300674438477	16.345300674438477
passero	poltrona	19.4942626953125	19.4942626953125
elefante	passero	18.123172760009766	18.123172760009766
passero	scopa	16.32732391357422	16.32732391357422
passero	quaderno	15.694945335388184	15.694945335388184
passero	vaso	13.472921371459961	13.472921371459961
passero	spada	16.100692749023438	16.100692749023438
orso	passero	14.794594764709473	14.794594764709473
maiale	passero	17.065692901611328	17.065692901611328
gatto	passero	14.97218132019043	14.97218132019043
passero	penna	13.275690078735352	13.275690078735352
armadio	passero	18.15801239013672	18.15801239013672
coniglio	passero	18.99917984008789	18.99917984008789
giacca	passero	15.969138145446777	15.969138145446777
gufo	mucca	15.885031700134277	15.885031700134277
mucca	poltrona	20.30923843383789	20.30923843383789
elefante	mucca	18.433338165283203	18.433338165283203
mucca	scopa	18.15658950805664	18.15658950805664
mucca	quaderno	16.80321502685547	16.80321502685547
mucca	vaso	14.219878196716309	14.219878196716309
mucca	spada	18.735931396484375	18.735931396484375
mucca	orso	15.603887557983398	15.603887557983398
maiale	mucca	16.42323112487793	16.42323112487793
gatto	mucca	16.922800064086914	16.922800064086914
mucca	penna	15.00200080871582	15.00200080871582
armadio	mucca	18.897003173828125	18.897003173828125
coniglio	mucca	17.672332763671875	17.672332763671875
giacca	mucca	17.825458526611328	17.825458526611328
gufo	poltrona	19.825199127197266	19.825199127197266
elefante	gufo	18.570987701416016	18.570987701416016
gufo	scopa	16.421918869018555	16.421918869018555
gufo	quaderno	16.27238655090332	16.27238655090332
gufo	vaso	13.321635246276855	13.321635246276855
gufo	spada	16.65182113647461	16.65182113647461
gufo	orso	15.379772186279297	15.379772186279297
gufo	maiale	15.362058639526367	15.362058639526367
gatto	gufo	15.634077072143555	15.634077072143555
gufo	penna	14.109878540039062	14.109878540039062
armadio	gufo	18.510448455810547	18.510448455810547
coniglio	gufo	17.733150482177734	17.733150482177734
giacca	gufo	15.090410232543945	15.090410232543945
elefante	poltrona	20.826488494873047	20.826488494873047
poltrona	scopa	20.199779510498047	20.199779510498047
poltrona	quaderno	19.668243408203125	19.668243408203125
poltrona	vaso	18.423030853271484	18.423030853271484
poltrona	spada	19.95362091064453	19.95362091064453
orso	poltrona	17.51874351501465	17.51874351501465
maiale	poltrona	18.278717041015625	18.278717041015625
gatto	poltrona	19.125511169433594	19.125511169433594
penna	poltrona	16.780824661254883	16.780824661254883
armadio	poltrona	20.86294937133789	20.86294937133789
coniglio	poltrona	19.871234893798828	19.871234893798828
giacca	poltrona	19.143878936767578	19.143878936767578
elefante	scopa	18.456750869750977	18.456750869750977
elefante	quaderno	18.214191436767578	18.214191436767578
elefante	vaso	17.198734283447266	17.198734283447266
elefante	spada	18.613330841064453	18.613330841064453
elefante	orso	17.964174270629883	17.964174270629883
elefante	maiale	17.459091186523438	17.459091186523438
elefante	gatto	17.771089553833008	17.771089553833008
elefante	penna	16.632999420166016	16.632999420166016
armadio	elefante	19.869915008544922	19.869915008544922
coniglio	elefante	19.59320068359375	19.59320068359375
elefante	giacca	17.720829010009766	17.720829010009766
quaderno	scopa	17.912317276000977	17.912317276000977
scopa	vaso	13.691858291625977	13.691858291625977
scopa	spada	16.18475341796875	16.18475341796875
orso	scopa	16.751096725463867	16.751096725463867
maiale	scopa	16.687728881835938	16.687728881835938
gatto	scopa	16.907936096191406	16.907936096191406
penna	scopa	14.81552505493164	14.81552505493164
armadio	scopa	19.224946975708008	19.224946975708008
coniglio	scopa	17.86941146850586	17.86941146850586
giacca	scopa	16.59423065185547	16.59423065185547
quaderno	vaso	14.972206115722656	14.972206115722656
quaderno	spada	16.87676429748535	16.87676429748535
orso	quaderno	15.313465118408203	15.313465118408203
maiale	quaderno	16.68887710571289	16.68887710571289
gatto	quaderno	16.58481216430664	16.58481216430664
penna	quaderno	15.368392944335938	15.368392944335938
armadio	quaderno	18.513935089111328	18.513935089111328
coniglio	quaderno	17.761188507080078	17.761188507080078
giacca	quaderno	17.059898376464844	17.059898376464844
spada	vaso	13.256372451782227	13.256372451782227
orso	vaso	13.111820220947266	13.111820220947266
maiale	vaso	14.605443954467773	14.605443954467773
gatto	vaso	13.715497970581055	13.715497970581055
penna	vaso	13.06663703918457	13.06663703918457
armadio	vaso	16.921873092651367	16.921873092651367
coniglio	vaso	15.229723930358887	15.229723930358887
giacca	vaso	14.381181716918945	14.381181716918945
orso	spada	16.645511627197266	16.645511627197266
maiale	spada	16.923311233520508	16.923311233520508
gatto	spada	15.757770538330078	15.757770538330078
penna	spada	14.311952590942383	14.311952590942383
armadio	spada	18.779478073120117	18.779478073120117
coniglio	spada	18.270719528198242	18.270719528198242
giacca	spada	16.545156478881836	16.545156478881836
maiale	orso	14.190008163452148	14.190008163452148
gatto	orso	14.543817520141602	14.543817520141602
orso	penna	14.227435111999512	14.227435111999512
armadio	orso	15.880228042602539	15.880228042602539
coniglio	orso	16.04759979248047	16.04759979248047
giacca	orso	13.834150314331055	13.834150314331055
gatto	maiale	14.231901168823242	14.231901168823242
maiale	penna	14.12701416015625	14.12701416015625
armadio	maiale	17.622150421142578	17.622150421142578
coniglio	maiale	15.913084030151367	15.913084030151367
giacca	maiale	14.547103881835938	14.547103881835938
gatto	penna	15.15654182434082	15.15654182434082
armadio	gatto	17.838275909423828	17.838275909423828
coniglio	gatto	16.789688110351562	16.789688110351562
gatto	giacca	15.205852508544922	15.205852508544922
armadio	penna	16.74087905883789	16.74087905883789
coniglio	penna	15.605401039123535	15.605401039123535
giacca	penna	14.181049346923828	14.181049346923828
armadio	coniglio	18.972532272338867	18.972532272338867
armadio	giacca	17.407127380371094	17.407127380371094
coniglio	giacca	17.00448989868164	17.00448989868164
