word_one	word_two	avg_surprisals	avg_surprisals
gatto	tigre	15.295001983642578	15.295001983642578
penna	tigre	14.357717514038086	14.357717514038086
armadio	tigre	17.78512191772461	17.78512191772461
coniglio	tigre	15.095138549804688	15.095138549804688
giacca	tigre	14.339544296264648	14.339544296264648
camicia	pettine	19.577014923095703	19.577014923095703
gabbiano	pettine	18.46125602722168	18.46125602722168
pettine	tenda	18.38698959350586	18.38698959350586
letto	pettine	12.711606979370117	12.711606979370117
passero	pettine	18.161773681640625	18.161773681640625
mucca	pettine	17.333486557006836	17.333486557006836
gufo	pettine	17.609333038330078	17.609333038330078
pettine	poltrona	20.783618927001953	20.783618927001953
elefante	pettine	20.430055618286133	20.430055618286133
pettine	scopa	19.596542358398438	19.596542358398438
pettine	quaderno	18.446651458740234	18.446651458740234
pettine	vaso	16.60189437866211	16.60189437866211
pettine	spada	17.89761734008789	17.89761734008789
orso	pettine	15.897093772888184	15.897093772888184
maiale	pettine	18.704599380493164	18.704599380493164
gatto	pettine	16.65248680114746	16.65248680114746
penna	pettine	18.260324478149414	18.260324478149414
armadio	pettine	19.71393585205078	19.71393585205078
coniglio	pettine	18.03888511657715	18.03888511657715
giacca	pettine	17.84163475036621	17.84163475036621
camicia	gabbiano	17.6824951171875	17.6824951171875
camicia	tenda	17.099140167236328	17.099140167236328
camicia	letto	12.259730339050293	12.259730339050293
camicia	passero	15.629158020019531	15.629158020019531
camicia	mucca	15.550461769104004	15.550461769104004
camicia	gufo	17.61417007446289	17.61417007446289
camicia	poltrona	17.797712326049805	17.797712326049805
camicia	elefante	19.813936233520508	19.813936233520508
camicia	scopa	18.329696655273438	18.329696655273438
camicia	quaderno	17.54562759399414	17.54562759399414
camicia	vaso	14.6502685546875	14.6502685546875
camicia	spada	16.87127685546875	16.87127685546875
camicia	orso	14.679288864135742	14.679288864135742
camicia	maiale	17.739238739013672	17.739238739013672
camicia	gatto	17.323318481445312	17.323318481445312
camicia	penna	16.25141143798828	16.25141143798828
armadio	camicia	19.59671974182129	19.59671974182129
camicia	coniglio	17.463665008544922	17.463665008544922
camicia	giacca	18.25721549987793	18.25721549987793
gabbiano	tenda	16.139976501464844	16.139976501464844
gabbiano	letto	12.04293155670166	12.04293155670166
gabbiano	passero	15.863177299499512	15.863177299499512
gabbiano	mucca	15.623289108276367	15.623289108276367
gabbiano	gufo	15.071331024169922	15.071331024169922
gabbiano	poltrona	18.757850646972656	18.757850646972656
elefante	gabbiano	20.278003692626953	20.278003692626953
gabbiano	scopa	17.69424819946289	17.69424819946289
gabbiano	quaderno	16.745969772338867	16.745969772338867
gabbiano	vaso	15.632041931152344	15.632041931152344
gabbiano	spada	18.004932403564453	18.004932403564453
gabbiano	orso	13.207677841186523	13.207677841186523
gabbiano	maiale	16.572784423828125	16.572784423828125
gabbiano	gatto	16.158748626708984	16.158748626708984
gabbiano	penna	15.386680603027344	15.386680603027344
armadio	gabbiano	20.48626708984375	20.48626708984375
coniglio	gabbiano	16.56470489501953	16.56470489501953
gabbiano	giacca	17.684280395507812	17.684280395507812
letto	tenda	12.519283294677734	12.519283294677734
passero	tenda	16.075565338134766	16.075565338134766
mucca	tenda	16.056236267089844	16.056236267089844
gufo	tenda	15.016226768493652	15.016226768493652
poltrona	tenda	19.952669143676758	19.952669143676758
elefante	tenda	19.34363555908203	19.34363555908203
scopa	tenda	15.962211608886719	15.962211608886719
quaderno	tenda	16.519805908203125	16.519805908203125
tenda	vaso	14.61618423461914	14.61618423461914
spada	tenda	15.772211074829102	15.772211074829102
orso	tenda	15.29256534576416	15.29256534576416
maiale	tenda	17.32612419128418	17.32612419128418
gatto	tenda	15.869771957397461	15.869771957397461
penna	tenda	16.244359970092773	16.244359970092773
armadio	tenda	19.699321746826172	19.699321746826172
coniglio	tenda	16.334274291992188	16.334274291992188
giacca	tenda	16.987302780151367	16.987302780151367
letto	passero	9.880240440368652	9.880240440368652
letto	mucca	11.346693992614746	11.346693992614746
gufo	letto	11.624574661254883	11.624574661254883
letto	poltrona	16.22795295715332	16.22795295715332
elefante	letto	14.207497596740723	14.207497596740723
letto	scopa	13.253162384033203	13.253162384033203
letto	quaderno	9.810056686401367	9.810056686401367
letto	vaso	10.954705238342285	10.954705238342285
letto	spada	12.150663375854492	12.150663375854492
letto	orso	9.222602844238281	9.222602844238281
letto	maiale	9.739384651184082	9.739384651184082
gatto	letto	10.937134742736816	10.937134742736816
letto	penna	10.974132537841797	10.974132537841797
armadio	letto	14.608793258666992	14.608793258666992
coniglio	letto	11.645145416259766	11.645145416259766
giacca	letto	10.750569343566895	10.750569343566895
mucca	passero	14.919632911682129	14.919632911682129
gufo	passero	14.334186553955078	14.334186553955078
passero	poltrona	17.92908477783203	17.92908477783203
elefante	passero	17.45783805847168	17.45783805847168
passero	scopa	17.041454315185547	17.041454315185547
passero	quaderno	15.962301254272461	15.962301254272461
passero	vaso	14.41501235961914	14.41501235961914
passero	spada	15.411352157592773	15.411352157592773
orso	passero	14.449071884155273	14.449071884155273
maiale	passero	15.423651695251465	15.423651695251465
gatto	passero	15.19043254852295	15.19043254852295
passero	penna	13.919289588928223	13.919289588928223
armadio	passero	17.155025482177734	17.155025482177734
coniglio	passero	15.960714340209961	15.960714340209961
giacca	passero	15.258247375488281	15.258247375488281
gufo	mucca	14.670808792114258	14.670808792114258
mucca	poltrona	19.778564453125	19.778564453125
elefante	mucca	18.407249450683594	18.407249450683594
mucca	scopa	16.39992904663086	16.39992904663086
mucca	quaderno	15.752613067626953	15.752613067626953
mucca	vaso	14.31394100189209	14.31394100189209
mucca	spada	16.027690887451172	16.027690887451172
mucca	orso	14.53076171875	14.53076171875
maiale	mucca	15.5430326461792	15.5430326461792
gatto	mucca	15.208673477172852	15.208673477172852
mucca	penna	15.8964204788208	15.8964204788208
armadio	mucca	19.20241928100586	19.20241928100586
coniglio	mucca	16.022323608398438	16.022323608398438
giacca	mucca	14.536693572998047	14.536693572998047
gufo	poltrona	19.35125732421875	19.35125732421875
elefante	gufo	17.73981285095215	17.73981285095215
gufo	scopa	16.590211868286133	16.590211868286133
gufo	quaderno	16.513111114501953	16.513111114501953
gufo	vaso	12.674503326416016	12.674503326416016
gufo	spada	15.587748527526855	15.587748527526855
gufo	orso	14.063104629516602	14.063104629516602
gufo	maiale	16.843101501464844	16.843101501464844
gatto	gufo	14.947383880615234	14.947383880615234
gufo	penna	15.162104606628418	15.162104606628418
armadio	gufo	19.973386764526367	19.973386764526367
coniglio	gufo	16.505813598632812	16.505813598632812
giacca	gufo	14.918153762817383	14.918153762817383
elefante	poltrona	23.213943481445312	23.213943481445312
poltrona	scopa	20.99728775024414	20.99728775024414
poltrona	quaderno	20.276737213134766	20.276737213134766
poltrona	vaso	18.722347259521484	18.722347259521484
poltrona	spada	20.251052856445312	20.251052856445312
orso	poltrona	17.676740646362305	17.676740646362305
maiale	poltrona	18.508377075195312	18.508377075195312
gatto	poltrona	18.665023803710938	18.665023803710938
penna	poltrona	18.774215698242188	18.774215698242188
armadio	poltrona	23.67017364501953	23.67017364501953
coniglio	poltrona	19.692501068115234	19.692501068115234
giacca	poltrona	18.624032974243164	18.624032974243164
elefante	scopa	18.82758331298828	18.82758331298828
elefante	quaderno	18.58502197265625	18.58502197265625
elefante	vaso	18.065093994140625	18.065093994140625
elefante	spada	18.893001556396484	18.893001556396484
elefante	orso	16.985393524169922	16.985393524169922
elefante	maiale	19.372676849365234	19.372676849365234
elefante	gatto	18.58277130126953	18.58277130126953
elefante	penna	18.798503875732422	18.798503875732422
armadio	elefante	21.484577178955078	21.484577178955078
coniglio	elefante	20.026657104492188	20.026657104492188
elefante	giacca	18.9835205078125	18.9835205078125
quaderno	scopa	17.615041732788086	17.615041732788086
scopa	vaso	14.84853744506836	14.84853744506836
scopa	spada	15.897894859313965	15.897894859313965
orso	scopa	15.22637939453125	15.22637939453125
maiale	scopa	17.499343872070312	17.499343872070312
gatto	scopa	17.3280029296875	17.3280029296875
penna	scopa	16.891786575317383	16.891786575317383
armadio	scopa	20.130435943603516	20.130435943603516
coniglio	scopa	17.61990737915039	17.61990737915039
giacca	scopa	18.313392639160156	18.313392639160156
quaderno	vaso	15.631625175476074	15.631625175476074
quaderno	spada	15.59724235534668	15.59724235534668
orso	quaderno	14.258596420288086	14.258596420288086
maiale	quaderno	16.202293395996094	16.202293395996094
gatto	quaderno	15.739006042480469	15.739006042480469
penna	quaderno	16.883567810058594	16.883567810058594
armadio	quaderno	18.46084213256836	18.46084213256836
coniglio	quaderno	17.19660186767578	17.19660186767578
giacca	quaderno	16.223798751831055	16.223798751831055
spada	vaso	15.502501487731934	15.502501487731934
orso	vaso	13.381860733032227	13.381860733032227
maiale	vaso	15.676764488220215	15.676764488220215
gatto	vaso	14.209258079528809	14.209258079528809
penna	vaso	13.996288299560547	13.996288299560547
armadio	vaso	18.41465950012207	18.41465950012207
coniglio	vaso	16.113317489624023	16.113317489624023
giacca	vaso	14.424484252929688	14.424484252929688
orso	spada	15.359835624694824	15.359835624694824
maiale	spada	18.4002742767334	18.4002742767334
gatto	spada	17.591304779052734	17.591304779052734
penna	spada	15.761933326721191	15.761933326721191
armadio	spada	19.631282806396484	19.631282806396484
coniglio	spada	18.586734771728516	18.586734771728516
giacca	spada	15.815805435180664	15.815805435180664
maiale	orso	13.792025566101074	13.792025566101074
gatto	orso	13.657729148864746	13.657729148864746
orso	penna	15.060439109802246	15.060439109802246
armadio	orso	16.98382568359375	16.98382568359375
coniglio	orso	14.295942306518555	14.295942306518555
giacca	orso	14.93878173828125	14.93878173828125
gatto	maiale	15.469130516052246	15.469130516052246
maiale	penna	16.297710418701172	16.297710418701172
armadio	maiale	19.047168731689453	19.047168731689453
coniglio	maiale	16.05794906616211	16.05794906616211
giacca	maiale	15.35331916809082	15.35331916809082
gatto	penna	16.150177001953125	16.150177001953125
armadio	gatto	19.48476791381836	19.48476791381836
coniglio	gatto	17.21158790588379	17.21158790588379
gatto	giacca	15.10351848602295	15.10351848602295
armadio	penna	17.62750816345215	17.62750816345215
coniglio	penna	16.2856502532959	16.2856502532959
giacca	penna	16.227935791015625	16.227935791015625
armadio	coniglio	20.46630859375	20.46630859375
armadio	giacca	18.98786163330078	18.98786163330078
coniglio	giacca	16.492563247680664	16.492563247680664
