corpus	sentence
itwac	; l' Angelo che soccorre il giovane Daniele nella fornace dei [SEP] leoni [SEP] ( cfr Dn 14 ) ; la scala con gli Angeli , vista in sogno da Giacobbe ( cfr Gn 28,10 ) ; lo stesso Giacobbe che lotta con l' Angelo ( cfr Gn 32,24 ) .
itwac	*** MASSI GUARDA , TUTTO IL MONDO ULTRA' è CON TE , COLUI CHE HA PORTATO LA MENTALITA' ULTRA' A SBT NON C PUO' MOLLARE VOGLIAMO CONQUISTARE LA SERIE B AL TUO FIANCO E TORNARE IN QUEI STADI DOVE TU ANDAVI A " SPIARE " X PORTARE QUALCOSA DI NUOVO NELLA FOSSA DEI [SEP] LEONI [SEP] E QUEL QUALCOSA LO HAI CHIAMATO - ONDA D' URTO 1977 !
itwac	ANTONIO [SEP] LEONE [SEP] .
itwac	Proposta di legge Modifica dell' articolo 21 della legge 1 ^ aprile 1981 , n. 121 , concernente l' istituzione delle sale operative comuni tra le forze di polizia su iniziativa dei deputati : SODA , MUSSI , BONITO , BOVA , BUGLIO , CAROTTI , DI BISCEGLIE , LEONI , MANZINI , RAFFALDINI , RAVA , ROSSIELLO , ROTUNDO , RUZZANTE , SABATTINI , SARACENI , SEDIOLI , SIGNORINO , SINISCALCHI , SOLAROLI , STANISCI , TATTARINI , TURCI , ZANI Modifica all' articolo 347 del codice di procedura penale in materia di poteri investigativi della polizia giudiziaria su iniziativa dei deputati : SODA , MUSSI , ZANI , MANZINI , SARACENI , SABATTINI , TURCI , CAROTTI , RAFFALDINI , BONITO , SINISCALCHI , SOLAROLI , BUGLIO , ROTUNDO , STANISCI , MIGLIAVACCA , TATTARINI , ROSSIELLO , RAVA , BOVA , SEDIOLI , SIGNORINO , RUZZANTE , LEONI , DI BISCEGLIE Modifiche al codice penale e alla legislazione in materia di prostituzione a fini di contrasto della criminalità diffusa Su iniziativa dei deputati : SODA , MUSSI , BONITO , BOVA , BUGLIO , CAROTTI , DI BISCEGLIE , [SEP] LEONI [SEP] , MANZINI , MIGLIAVACCA , RAFFALDINI , RAVA , ROSSIELLO , ROTUNDO , RUZZANTE , SABATTINI , SEDIOLI , SIGNORINO , SINISCALCHI , SOLAROLI , STANISCI , TATTARINI , TURCI , ZANI Protocollo di intesa tra la Prefettura di Modena e il Comune di Modena Modena 9 febbraio 1998 Forum europeo sulla sicurezza e insicurezza urbana Milano , 22/3/97 - Relazione di Lino De Guido Per un nuovo odello di sicurezza urbana LA FUNZIONE DEI SINDACI L' EFFICACIA DELLE FORZE DI POLIZIA LA PARTECIPAZIONE DEI CITTADINI Camera dei Deputati , sala della Sacrestia A cura di : Lino De Guido - coordinatore politiche della sicurezza urbana Gruppo Sinistra Democratica - L' Ulivo alla Camera Direzione Pds Dipartimento problemi dello Stato Progetto Sicurezza-Insicurezza urbana ROMA , giovedì 13 febbraio 1997 SICUREZZA E INSICUREZZA URBANA .
itwac	Il marchio della compagnia Il nuovo marchio della Compagnia , lanciato nel 1970 con un' imponente azione interna di coordinamento grafico di tutta l' immagine della società , si ricollega - attraverso una chiave grafica stilizzata e aggiornata - all' emblema " storico " dell' Impresa : il [SEP] leone [SEP] di S. Marco , un simbolo che ha contrassegnato secoli di fiorenti attività commerciali della Repubblica di Venezia e che continua ad esprimere , ancor oggi , quegli attributi di forza e di vigore creativo che lo hanno reso famoso nel tempo .
itwac	SIGNORA [SEP] LEONI [SEP] ( Alzando il tono ) Incontrarci , volendo ?
itwac	Finisce che te lo porti via a prezzo " da rapina " come il Manzoni # 11 : Autore : branca  [SEP] leone [SEP] , Località di residenza : Venezia Inviato : Sab Nov 13 , 2004 11:59 pm Giovanni Piccione ha scritto : Italo ...
itwac	L' anno 1989 il giorno 20 del mese di luglio , in Roma , tra La CISPEL ( Confederazione Italiana Servizi Pubblici Enti Locali ) rappresentata dal Presidente Renzo SANTINI , assistito dal Vice Presidente Delegato Nicola VERNOLA e dai Vice Presidenti Mauro ANTONETTI , Domenico BARILLA , Gian Ezio DOLFINI , Pietro GAMBOLATO , Santo LAGANA , nonchè dal Tesoriere Alfonso DE SENEEN , con la partecipazione dei componenti la Giunta Confederale Germano BULGARELLI , Mario DE SANTIS , Antonio MARZOTTO CAOTORTA , Dario MATTURRO , Rubes TRIVA , e della Delegazione Sindacale Permanente nelle persone di Adolfo SPAZIANI , Presidente , Enzo GARABELLO , Francesco CATTABIANI , Maurizio CECCONI , Roberto [SEP] LEONI [SEP] e Francesco NERI , nonché del Segretario Generale della Confederazione Ario RUPENI e per il Dipartimento Lavoro Confederale del Dirigente Pier Luigi CENCI ; e la CGIL ( Confederazione Generale Italiana del Lavoro ) , rappresentata dal Segretario Generale Bruno TRENTIN , dal Segretario Generale aggiunto Ottaviano DEL TURCO e dal Segretario Confederale Lucio DE CARLINI , con la partecipazione del Coordinatore del Dipartimento Terziario e Servizi Salvatore BONADONNA ; la CISL ( Confederazione Italiana Sindacati Lavoratori ) , rappresentata dal Segretario Generale Franco MARINI e dal Segretario Confederale Domenico TRUCCHI , con la partecipazione di Dario BALLOTTA del Dipartimento Terziario e Servizi ; la UIL ( Unione Italiana del Lavoro ) , rappresentata dal Segretario Generale Giorgio BENVENUTO e dai Segretari Confederali Roberto BONVICINI e Silvano VERONESE , con la partecipazione di Antonio VARGIU del Servizio Relazioni Sindacali ; si è convenuto il seguente protocollo di intesa su Premessa La CISPEL , la CGIL , la CISL , la UIL , nell' intento di riconsiderare , alla luce dell' esperienza , il sistema di relazioni industriali nel settore delle imprese pubbliche degli enti locali per perseguire un rapporto tra le parti sempre più funzionale allo sviluppo della efficienza e della produttività delle gestioni ed al convergere delle iniziative , richiamati i protocolli sottoscritti il 13 - 7 - 1978 , il 16 - 2 - 1982 e il 17 - 7 - 1985 , convengono sulla necessità di procedere al loro adeguamento avendo riguardo alle mutate condizioni della società ed all' evoluzione dei rapporti tra le parti sociali nell' ambito dei pubblici servizi .
itwac	SCOMUNICATO NEL GENNAIO 1521 DAL PAPA [SEP] LEONE [SEP] X dopo il preavviso fattogli con la Bolla « Exurge Domine » , Lutero rispose confutando la Bolla stessa , appellandosi ad un Concilio e bruciando pubblicamente , davanti al popolo acclamante , non soltanto la Bolla papale , ma anche le Decretali ed i libri dei suoi avversari .
itwac	Quasi nel medesimo istante le barricate rovinavano addosso al marchese , atterrate da un urto irresistibile , ed il secondo [SEP] leone [SEP] piombava a sua volta nel campo .
itwac	In ogni modo mi sento un [SEP] leone [SEP] stamattina .
itwac	Si tratta di una guerra masochista , in cui ognuno , appena si ritrova al cospetto del capo , si sente una gazzella tenuta a farsi sbranare dal [SEP] leone [SEP] .
itwac	Il Presidente-Cacciatore sta uccidendo [SEP] leoni [SEP] , grandi leoni maschi , muscolose leonesse , che giacciono trafitte al suolo come tanti san Sebastiano .
itwac	Al sole e all' ombra Per le esposizioni soleggiate vanno bene le bocche di [SEP] leone [SEP] ( « Antirrhinum majus » ) .
itwac	Vincitore dell' Oscar per la colonna sonora del film d' animazione Il re [SEP] leone [SEP] ( 1994 ) , Hans Zimmer ha ricevuto tre nomination consecutive per Uno sguardo dal cielo ( 1996 ) , Qualcosa è cambiato ( 1997 ) , e Il principe d' Egitto ( 1998 ) .
itwac	Il perchè di questa scelta il legale lo spiega così : « Se mi rivolgessi al procuratore capo Maria Del Savio Bonaudo , mi metterei nella bocca del [SEP] leone [SEP] , un leone agguerrito che ha sempre sostenuto che Anna Maria Franzoni è colpevole » .
itwac	ANNI '70 : SERGIO [SEP] LEONE [SEP] PRODUTTORE L' attività di Sergio Leone produttore di film non diretti da lui doveva iniziare con " Giù la testa " ( 1971 ) , poi le cose sono andate diversamente e tutto è stato rinviato di due anni .
itwac	certo l' amministrazione statunitense è fatta praticamente di petroliere arma strategica indubbia , ma non credo sia questo il solo motivo come molti pensano quando affermano che la parte del [SEP] leone [SEP] da parte degli Stati Uniti sia circa un ¾ , il 60/70 % per lo meno degli idrocarburi consentirebbe all' America per almeno mezzo secolo di svolgere un egemonia in questo campo , condizionando quindi l' economia dell' Europa e della Russia , oltre che quella della Cina è ovvio , con lo sviluppo che ha ogni anno avranno necessità di aumentare di moltissimo le propria importazione di greggio e inoltre naturalmente questo servirà agli Stati Uniti anche per dare una boccata di ossigeno alla propria economia , insomma il petrolio non tanto per il petrolio , quanto per il petrolio come strumento di controllo politico .
itwac	Denti di [SEP] leone [SEP] sono i suoi denti , capaci di distruggere vite umane .
itwac	Che sei un " cuor di [SEP] leone [SEP] " ?
itwac	ANTONIO [SEP] LEONE [SEP] .
itwac	Esso ospita leopardi , [SEP] leoni [SEP] , tigri bianche , giraffe e panda rossi .
itwac	A far la parte da [SEP] leone [SEP] è stato il ministero per i Beni e le Attività culturali che si è visto assegnare la somma complessiva di circa 46 miliardi e 263 milioni di vecchie lire ( 23 milioni e 188 mila euro ) .
itwac	IL [SEP] LEONE [SEP] ALATO PROTEGGERA' L' IMMAGINE DI VENEZIA .
itwac	36 Il tuo servo ha abbattuto il [SEP] leone [SEP] e l' orso .
itwac	Il loietto , il dente di [SEP] leone [SEP] , la coda di volpe , la loiessa e la gramigna sono state le specie meno sensibili .
itwac	25/3 internet e carne : " responsabilita' del provider in internet per pubblicita' di sostanze nocive " , di giorgia leone riproduciamo l' intervento dell' Avv. Giorgia [SEP] LEONE [SEP] , del foro di Milano , valente collaboratrice , tra le varie , del sito www.ilveterinaio.it .
itwac	Il libro Roelien ha solo dieci anni e un coraggio da [SEP] leone [SEP] .
itwac	Busto Arsizio Il tessile che non conosci in mostra a Malpensafiere Varese Salone del tessile , lo scatto d' orgoglio del [SEP] leone [SEP] ferito Cinesi Competizione senza regole , così non si cresce Economia Cina , ovvero il Paese delle opportunità
itwac	le Giuseppe FIORONI in rappresentanza dell' ANCI Dr. Ing. Luciano DE BENEDETTI in rappresentanza del Ministero dell' Istruzione , dell' Università e della Ricerca Dr. Domenico SINOPOLI in rappresentanza del Ministero delle Attività Produttive Dr. Pierluigi SCIBETTA in rappresentanza del Ministero dell' Ambiente e della Tutela del Territorio Dr. Antonio [SEP] LEONI [SEP] in rappresentanza della Conferenza Stato-Regioni Comitato Scientifico Prof. Antonio MOCCALDI Presidente dell' ISPESL Prof. Luigi AMBROSI Università di Foggia Prof. Guido CITERNI DI SIENA Ancinet S.p.A. Prof. Pieralberto BERTAZZI Università di Milano - Direttore Clinica del Lavoro " Luigi Devoto " Prof. Domenico GERMANO ' Università di Messina Prof. Antonio BERGAMASCHI Università " Tor Vergata " di Roma Prof .
itwac	nick raider I a serie regolare ( Bonelli ) numero data di uscita titolo testi disegni 71 aprile 1994 Trappola Infernale Alberto Ongaro Mario Jannì 72 maggio 1994 tiro incrociato gino d' antonio pasquale del vecchio 73 giugno 1994 passo falso Alberto Ongaro goran parlov 74 luglio 1994 un uomo nel mirino claudio nizzi corrado mastantuono 75 agosto 1994 il dito nella piaga claudio nizzi bruno ramella 76 settembre 1996 affari sporchi claudio nizzi bruno ramella 77 ottobre 1994 i misteri di northport claudio nizzi renato polese 78 novembre 1994 un' indagine che scotta Alberto Ongaro federico antinori 79 dicembre 1994 la legge del mitra Alberto Ongaro federico antinori 80 gennaio 1995 uccidete nick raider Alberto Ongaro mario rossi 81 febbraio 1995 dietro le quinte Alberto Ongaro renato polese 82 marzo 1995 la mela marcia gino d' antonio goran parlov 83 aprile 1995 paura a park avenue Alberto Ongaro pasquale del vecchio 84 maggio 1995 nessuno è innocente claudio nizzi stefano biglia - luigi copello 85 giugno 1996 la morte è in venmdita Alberto Ongaro giuseppe barbati - bruno ramella 86 luglio 1995 doppio bersaglio Alberto Ongaro renato polese 87 agosto 1995 il sospetto gino d' antonio bruno ramella 88 settembre 1995 gli occhi del gatto gino d' antonio goran parlov 89 ottobre 1995 cani rabbiosi Alberto Ongaro federico antinori 90 novembre 1995 l' assassino della porta accanto Marco Del Freo pasquale del vecchio 91 dicembre 1995 dietro le quinte claudio nizzi renato polese 92 gennaio 1996 mosaico diabolico claudio nizzi renato polese 93 febbraio 1996 infame ricatto renato queirolo - alberto ongaro Mario Jannì 94 marzo 1996 delitti a soggetto gianfranco manfredi giuseppe barbati - bruno ramella 95 aprile 1996 le regole del gioco gino d' antonio stefano biglia - luigi copello 96 maggio 1996 suicidio su commissione gianfranco manfredi luigi siniscalchi 97 giugno 1996 voci di notte gino d' antonio goran parlov 98 luglio 1996 ossessione gianfranco manfredi luigi siniscalchi 99 agosto 1996 i sanguinari gino d' antonio ferdinando tacconi 100 settembre 1996 spettri dal passato claudio nizzi bruno ramella 101 ottobre 1996 las vegas gianfranco manfredi renato polese 102 novembre 1996 buio a chinatown gianfranco manfredi giuseppe barbati - bruno ramella 103 dicembre 1996 cadaveri a sorpresa gianfranco manfredi luigi siniscalchi 104 gennaio 1997 uragano gianfranco manfredi stefano biglia - luigi copello 105 febbraio 1997 il killer della quinta strada gianfranco manfredi pasquale del vecchio 106 marzo 1997 colpo alla nuca gianfranco manfredi pasquale del vecchio 107 aprile 1997 morire dal ridere gianfranco manfredi pietro dall' agnol 108 maggio 1997 i pascoli del cielo gino d' antonio renato polese 109 giugno 1997 gli avvoltoi alberto ongaro Mario Jannì 110 luglio 1997 flashback gianfranco manfredi luigi siniscalchi 111 agosto 1997 l' ultima rapina alberto ongaro carlo bellagamba 112 settembre 1997 bella di sera gino d' antonio ferdinando tacconi 113 ottobre 1997 lapaga di giuda alberto ongaro federico antinori 114 novembre 1997 senza respiro gino d' antonio sergio toppi 115 dicembre 1997 eroe per un giorno gianfranco manfredi Mario Jannì 116 gennaio 1998 la lunga notte alberto ongaro mario rossi 117 febbraio 1998 un delitto inspiegabile alberto ongaro stefano biglia 118 marzo 1998 gangster per caso gianfranco manfredi renato polese 119 aprile 1998 città oscura alberto ongaro federico antinori 120 maggio 1998 errore giudiziario gianfranco manfredi luigi siniscalchi 121 giugno 1998 la rosa gialla del texas gianfranco manfredi corrado mastantuono 122 luglio 1998 l' amico scomparso gianfranco manfredi fabio pezzi 123 agosto 1998 il drago rosso gino d' antonio ferdinando tacconi 124 settembre 1998 virus gianfranco manfredi carlo bellagamba 125 ottobre 1998 agenzia zero alberto ongaro luigi copello 126 novembre 1998 la guardia del corpo Claudia Salvatori Mario Jannì 127 dicembre 1998 il nano e il gigante Claudia Salvatori renato polese 128 gennaio 1999 inutili omicidi alberto ongaro josé eduardo caramuta 129 febbraio 1999 la banda dei giustizieri Claudia Salvatori federico antinori 130 marzo 1999 il [SEP] leone [SEP] e la gazzella Claudia Salvatori Mario Jannì 131 aprile 1999 rappresaglia alberto ongaro renato polese 132 maggio 1999 il segreto alberto ongaro renato polese 133 giugno 1999 affari di famiglia luigi mignacco josé eduardo caramuta 134 luglio 1999 il lungo odio ongaro gonano Mario Jannì 135 agosto 1999 la scuola della violenza gino d' antonio renato polese 136 settembre 1999 omicidio al molo quattrordici alberto ongaro luigi copello 137 ottobre 1999 il testimone luigi mignacco alberto castiglioni 138 novembre 1999 i figli del male gino d' antonio ferdinando tacconi 139 dicembre 1999 il burattinaio luigi mignacco josé eduardo caramuta 140 gennaio 2000 terrore sull' isola ongaro gonano Mario Jannì Note Nick Raider , personaggio ideato da Claudio Nizzi , ha iniziato la sua pubblicazione nel giugno del 1988 ad opera della casa editrice Sergio Bonelli Editore .
itwac	Ma le tue scalate epiche imprese , stoiche ; [SEP] leone [SEP] .
itwac	Solo che io adesso combatto come un [SEP] leone [SEP] .
