corpus	sentence
itwac	Foglie staccate dal ramo e partite ormai senza vite , ma tenere e dolci volate e rapite da quel [SEP] passerotto [SEP] che porta nel nido il cantico rotto del fresco che avanza .
itwac	( Ridono tutti ) Marcello - E chi è il [SEP] passerotto [SEP] ?
itwac	Giunta la sera , il motociclista va a dormire , sperando che il [SEP] passerotto [SEP] si riprenda .
itwac	La relatrice ha presentato diverse opere , tra cui un' incisione di Tibaldi , su invenzione di [SEP] Passerotti [SEP] , in cui il pontefice è seduto e ha in mano un mappamondo .
itwac	Ed ecco che Pasolini ci pone l' esempio dei due frati francescani ( non a caso Totò e Ninetto Davoli ) che cercano di convertire prima i [SEP] passerotti [SEP] ( gli uccelli più deboli ) , e poi i falchi ( gli uccelli più preportenti ) : entrambi amano un Dio , ma tra di loro esisterà per sempre un divario enorme , una guerra perenne che sarà sempre vinta dalla classe più forte !
itwac	Un [SEP] passerotto [SEP] , sì , che si posa sul selciato davanti a me , e si guarda intorno per controllare la situazione .
itwac	Un attore ( Frask Cirrisckj ) e un' attrice ( Florinda Petalin ) , attraverso due percorsi esplorativi : il percorso della Terra e il percorso dell' Aria , raccontano i principi dell' ecologia e le regole del ciclo della vita ( attraverso le quali , appunto , il lombrico arriva a sua volta a cibarsi del [SEP] passerotto [SEP] ) .
itwac	Lanza o nun Lanza , se ti battan sotto , ' Ni devi di' che a loro ' n der celvello ' Ni c' è andat ' a covare un [SEP] passerotto [SEP] .
itwac	L' aria che respiriamo Siamo come due [SEP] passerotti [SEP] sul ciglio della strada che beccheggiamo umidi vermi pilucchiamo gocce di rugiada sfidando le ruote dei tir Ci illudiamo che l' agilità sia più grande della forza e intanto l' aria che respiriamo ci uccide lentamente .
itwac	john Flanaghan Senior Member Ostia 546 Posts Posted - 06/04/2005 : 12:38:14 Un [SEP] passerotto [SEP] si lancia dal nido e , con i pochi rudimenti ricevuti dai genitori , comincia ad esplorare il mondo .
itwac	Ero bambino , cinque anni , un muratore al mare mi regalò un [SEP] passerotto [SEP] .
itwac	Si meravigliavano di fronte al fascino della danza , dell' istinto , del volo del [SEP] passerotto [SEP] triste .
itwac	piantala di fare il bauscia , archetti , e guarda i [SEP] passerotti [SEP] Il commento di giovanni arezzo 3 marzo 2005 caro marco , mi chiamo Giovanni Arezzo , ho vent' anni , sono nato a Ragusa ma vivo a Roma , dove frequento il secondo anno dell' Accademia Nazionale d' Arte Drammatica " SILVIO D' AMICO " .
itwac	Su i rami di un albero simile ad un grande abete vi erano addormentate coppie diverse di uccelli : fringuelli dal dorso bruno e dal petto rossiccio , merli con il loro becco giallo , aquile dall' enormi ali e teneri [SEP] passerotti [SEP] .
itwac	" E il [SEP] passerotto [SEP] : " Ma vaffanculo ...
itwac	CENERENTOLA - Segui il cinguettio dei [SEP] passerotti [SEP] che vengono a beccare le briciole che metto sul davanzale , o lo scoiattolo marrone che ha fatto la sua casina sulla quercia grande .
itwac	La morte di questo [SEP] passerotto [SEP] è stata quasi un atto di ribellione a quegli stupidi stereotipi , anche se più vicina a un atto di cinismo , perché premeditata " .
itwac	adoro quel [SEP] passerotto [SEP] !
itwac	Sentiremo le cicale frinire , i [SEP] passerotti [SEP] cinguettare , i tigrotti miagolare .
itwac	e penso : voglio fare come questo [SEP] passerotto [SEP] , lasciarmi trasportare e tenere le energie per quando ci saranno ostacoli da superare 3 ) l' alta quota mi fa decisamente bene .
itwac	Vola il cigno , vola il [SEP] passerotto [SEP] , La cicogna , vola l' aquilotto , Vola ...
itwac	Com' incanto la - sciato perir da inumano dolore e al solitario giunco poggiato stanco a ' cor de lo novello piovo fa festa il [SEP] passerotto [SEP] , d' inesperto principio che per andar di tempo in sul calar del sole di un fiore sfiorisce , e candidamente fugge negli orizzonti dolci d' adorata cantilena .
itwac	Sicché passavo gran parte del giorno scorrazzando per il viale e i giardini pubblici , e fu Cordeiro , lo spazzino che raccoglieva immondizia e foglie secche , a darmi quel soprannome : " Sembri un [SEP] passerotto [SEP] " .
itwac	Il [SEP] passerotto [SEP] , pensate , è quello che compare nel duetto con Mary Poppins .
itwac	Un' improvvisa intossicazione povero [SEP] passerotto [SEP] !
itwac	BARONE : Quando mi conoscerà un po' meglio , diventerò sicuramente il suo [SEP] passerotto [SEP] innamorato .
itwac	Un attore ( Frask Cirrisckj ) e un' attrice ( Florinda Petalin ) , attraverso due percorsi esplorativi : il percorso della Terra e il percorso dell' Aria , raccontano i principi dell' ecologia e le regole del ciclo della vita ( attraverso le quali , appunto , il lombrico arriva a sua volta a cibarsi del [SEP] passerotto [SEP] ) .
itwac	E mia mamma , impietosa , strappò alla mia panterona il sudato bottino : un [SEP] passerotto [SEP] o giù di lì ...
itwac	AManca Scritto Da - ninomanca on 20 Febbraio 2004 23:40:44 ventura 1 questo filone stava languendo come un implume [SEP] passerotto [SEP] caduto dal nido , condannato a perire perchè le alucce appena accennate non sono ancora pronte al volo , mentre la madre svolazza nervosa attorno fino al tramonto eppoi ...
itwac	Io avevo passato quei primi dieci giorni a guardare la finestrella e lo spicchio di cielo che , oltre essa , si vedeva ; a spargerci sopra le briciole di pane , e a contare i [SEP] passerotti [SEP] che venivano a beccarle .
itwac	FF 8 : litigi tra Zell e Seifer FF 9 : scena dei Tantarus iniziale " sarò il tuo [SEP] passerotto [SEP] " , tutta la scena della lettere " mancata " da Eiko per Gidan , molte scene di Quina ed Er Cina ...
itwac	Ne arriva un altro e poi un altro : miriadi di [SEP] passerotti [SEP] a comporre qualcosa .
itwac	Non cade un [SEP] passerotto [SEP] senza il Padre ; nel senso che non succede nulla all' insaputa del Padre .
itwac	Ha scritto e interpretato : " Sogni , bisogni , incubi e risvegli " ( 1990 ) , " A chi figli e a chi figliastri " ( 1991 ) , " Lo strano caso di Felice C. " ( 1992 ) , " [SEP] Passerotti [SEP] o pipistrelli ?
itwac	Basta andare un po' in giro per trovarne " li rassicurò il piccolo [SEP] passerotto [SEP] .
itwac	N.B. martedì 16 novembre 2004 , 9:54 Pubblicato da : Brunell @ il 14 novembre 2004 CICALE COM' E' BELLO FAR L' AMORE DA TRIESTE IN GIU' RAMAYA GIOCA GIUE ' GELATO AL CIOCCOLATO [SEP] PASSEROTTO [SEP] NON ANDARE VIA MOI JE T' AIME MOI NON PLUS LA COLONNA SONORA DEL TEMPO DELLE MELE più tardi mi vengono in mente gli altri Che ne dici di : Rino Gaetano tutto Montagne Verdi di Marcella Bella Piccola e fragile di Drupi Donna Rosa di Pippo Baudo Donna Felicità dei Formula Tre Jesahel dei Delirium Sugli Sugli Bane Bane de Le Figlie del vento Amore grande , amore libero de Il Guardiano del Faro La canzone intelligente di Cochi e Renato Dune Buggy degli Oliver Onions Sei forte papà ' di Gianni Morandi Prisencolinesinainciusol di Adriano Celentano Pippi Calzelunghe , la sigla La freccia nera , idem ;) Brunell @ martedì 16 novembre 2004 , 9:58 d' accordo su tutto , ad eccezione di montagne verdi , su cui non posso transigere .
itwac	Si ricordano , tra gli altri : Ottavia ovvero indifferentemente ( 1985 ) , con la regia di D. Mele e la partecipazione di Angela Pagano ; Macabé ( 1987 ) , insieme a Ursula von Baechler ; Senza impegno ( 1988 ) con Franco Acampora ; Cuore ingrato ( 1989 ) ; [SEP] Passerotto [SEP] ( 1996 ) ; Sorelle , madri , spose ...
itwac	Ma il [SEP] passerotto [SEP] rispose che non aveva tempo e non voleva essere disturbato .
itwac	DM " Chierico , all' interno della recinzione vedi una voliera enorme con tante varietà di uccelli , anche rapaci " Chierico " Mmmmmh ( si guarda nella bisaccia ) , devo prendere delle penne , mi avvicino furtivamente con la tecnica del [SEP] Passerotto [SEP] con gli occhi languidi ma figlio di p ***** a dentro ( TM Aldo , Giovanni & Giacomo ) e apro la gabbia dove c' è l' Aquila addormentata , poi a tradimento la spenno col mio rasoio + 1 " DM " L' aquila urla e dietro di te appare un Orco che dice " Giangi , Franchino , addosso all' intruso " , e due simpatici tori assetati di sangue ti caricano : iniziativa !
itwac	Facilitavo quotidianamente [SEP] passerotti [SEP] e topolini , merli e ricci , viole e ciliegi , con vitto , acqua ed allentamento dei fili di ferro sinora tesi a sostegno di pesi enormi , tali da ferire la corteccia delle piante , per esempio ...
itwac	[SEP] Passerotti [SEP] .
itwac	;) Diamond Phoenix [SEP] Passerotti [SEP] , credo che stiate leggermente divagando .
itwac	Brunell @ domenica 14 novembre 2004 , 19:43 CICALE COM' E' BELLO FAR L' AMORE DA TRIESTE IN GIU' RAMAYA GIOCA GIUE ' GELATO AL CIOCCOLATO [SEP] PASSEROTTO [SEP] NON ANDARE VIA MOI JE T' AIME MOI NON PLUS LA COLONNA SONORA DEL TEMPO DELLE MELE più tardi mi vengono in mente gli altri marioRossi lunedì 15 novembre 2004 , 7:42 ed e' quasi innegabile che il vero sano rock latita da anni sul pianeta terra Infatti , è così , non c' è dubbio che la amcchinetta si è inceppata .
itwac	Poi abbiamo " adottato " un pipistrello che ha messo su casa nell' intercapedine , che non abbiamo potuto chiudere proprio perché ci siamo accorti della sua presenza , e che ogni tanto la sera esce e ci svolazza intorno , e come ospiti temporanei ci sono stati ( e ci saranno , come sempre ) vari animali selvatici trovati in condizioni pietose ( quest' anno abbiamo avuto Ottone , il passerotto coglione , Pasquale , il passerotto letale , e Achille , il [SEP] passerotto [SEP] imbecille , che si sono buttati nella bocca dei gatti al primo volo ) .
itwac	Martedi 21 Giugno 2005 Malnate - Sabato 25 e domenica 26 giugno una maratona di lettura in varie lingue del capolavoro di Carlo Collodi La notte più lunga di Pinocchio Varese - Slitta il termine ultimo per partecipare al concorso " Con - 1000 storie " lanciato da Cont@tto e riservato ai ragazzi tra i 14 e i 23 anni Prorogata al 30 luglio la scadenza per l' invio dei racconti Mercoledi 22 Giugno 2005 Samarate - Grande successo a Librando per la serata dedicata al cantautore genovese La storia d' Italia raccontata da Fabrizio De André Samarate - " Quando avete buttato nel mondo d' oggi un ragazzo senza istruzione avete buttato in cielo un [SEP] passerotto [SEP] senza ali " .
itwac	Non era un [SEP] passerotto [SEP] ; forse era una di quelle specie che devono stare in gabbia - come i canarini - , perche' la liberta' non gli garantisce il cibo e la temperatura adatti , e il loro volo e' troppo debole per fargli evitare le bocche spalancate dei gatti .
itwac	C' è un passerotto , un [SEP] passerotto [SEP] dentro l' uovo l' uovo dentro il nido il nido tra le foglie le foglie sopra i rami i rami sopra l' albero e l' albero è piantato in mezzo al prato ( 2 volte ) .
itwac	" I [SEP] passerotti [SEP] non fanno rumore .
itwac	;) Diamond Phoenix [SEP] Passerotti [SEP] , credo che stiate leggermente divagando .
itwac	BARONE : Lo vedo e creda che per lei potrò essere come un [SEP] passerotto [SEP] innamorato .
itwac	Ciao Il commento di chiara 1 giugno 2004 e la storia del [SEP] passerotto [SEP] col biscotto all' uvetta ...
itwac	Stanco per il lavoro mise il [SEP] passerotto [SEP] finto nella nuova casetta e dopo aver dato la buonanotte ai suoi genitori si addormentò .
itwac	indice I [SEP] PASSEROTTI [SEP] INNAMORATI C' erano una volta due passerotti innamorati .
itwac	Al commissariato con lei si comportarono con decenza , la palparono solo dal sergente in sù , mentre Maria si occupava di piangere i [SEP] passerotti [SEP] le si sbiadirono sotto la pioggia di lacrime .
itwac	SPOSAMI !!!!!!!!!! Otto il [SEP] passerotto [SEP] ...
itwac	( c.m. ) = = = = = = = PASSERI = = = = = = = Lago di Varese , l' invasione dei [SEP] passerotti [SEP] cinesi Un commerciante liberò quindici esemplari che nessuno voleva : adesso se ne contano migliaia http://www.corriere.it/edicola/index.jsp?path=LOMBARDIA&doc=VAR VARESE - L' invasione del made in China : conoscevamo quella dei prodotti industriali , quella dei ristoranti che servono wanton e involtini primavera ; l' elenco va ora aggiornato con il parodoxornis alphonsianus .
itwac	" Qualcosa del genere [SEP] passerotto [SEP] " .
itwac	) Segretario MSAC diocesano e membro d' équipe nazionale P.S. : chi vuole il Ballo dell' Estate o la canzone originale di Otto il [SEP] Passerotto [SEP] , la bucolica favoletta raccontata da Pierluigi e Romina a Furore , mi contatti in privato !
itwac	Un altro orientamento , che appare prevalente , sostiene invece che l' articolo 14 è vincolante per il Giudice italiano giacché la direttiva comunitaria sui rifiuti non è autoapplicativa ( self-executing ) in quanto necessita di atto di recepimento da parte dello Stato nazionale ( Sezione III , n. 4052 del 29.1.2003 , [SEP] Passerotti [SEP] , rv .
itwac	Io m & # x 92 ; immagino due schiere di [SEP] passerotti [SEP] , 40 e 40 , disposte una di fronte all & # x 92 ; altra .
itwac	Scusi guardi che qui non si può stare cip " mi ha detto un [SEP] passerotto [SEP] " oh buongiorno , mi scusi son capitato qui per caso ...
itwac	Il [SEP] passerotto [SEP] cade a terra , tramortito e piuttosto malconcio ...
itwac	NASSIRIYA - Sembra un [SEP] passerotto [SEP] infreddolito , l' onorevole Emma Bonino , in mezzo allo stato maggiore militare che la riceve al « Campo Mittica » , la nuova base dei militari italiani in Iraq intitolata alla medaglia d' oro della Seconda guerra mondiale .
itwac	I [SEP] passerotti [SEP] , che si erano svegliati alle voci mattutine , cominciarono a pigolare dietro il nido .
itwac	Bandito Iscritto dal : 16/6/2004 Messaggi : 794 Da : Trieste Un [SEP] passerotto [SEP] si lancia dal nido e , con i pochi rudimenti ricevuti dai genitori , comincia ad esplorare il mondo .
itwac	[SEP] Passerotti [SEP] e Tibaldi hanno pensato di divulgare un' immagine del papa che non trascura nessuno degli interessi del colto pontefice , appassionato di lenti , giochi ottici e cartografia .
itwac	Sarà una suggestione ma ieri mattina , in piazza della Vittoria sembrava che fossero spariti piccioni e [SEP] passerotti [SEP] .
itwac	hanno l' intento di spaventare [SEP] passerotti [SEP] e simili con cannonate parecchio rumorose regolate da un timer ...
itwac	Un [SEP] passerotto [SEP] Col fiocco rosso Mi è volato sulla mano , Poi saltellando Tra dito e dito Mi ha beccato piano piano " Quello che cerco non è la tua mano " Mi ha sussurrato scuotendo il capino , " Voglio soltanto un tuo bottoncino Per regalarlo al mio amore lontano ...
itwac	In Roma , il 27 ottobre 1995 La Confederazione Italiana della Piccola e Media Industria  CONFAPI , rappresentata dal presidente Luciano Bolzoni , dal vice presidente per le relazioni industriali Mario Jacober , assistiti dal direttore generale Sandro Naccarelli , dal responsabile delle relazioni industriali Giuseppe Florio , dal responsabile per le politiche economico-ambientali Mario Chiacchierarelli , dal responsabile dell' ufficio formazione Armando Occhipinti , dal responsabile dell' ufficio sicurezza ed ecologia Walter Regis e da una commissione composta da Silvana Ferrari , Silvio Fortuna , Raimondo Giglio , Maria Grimaldi , Alberto [SEP] Passerotto [SEP] , Francesco Petringa , Marino Pozzi , Giovanni Quintieri , Alessandro Varino e Luciano Veronesi e la Confederazione Generale Italiana del Lavoro  CGIL , rappresentata dal segretario generale Sergio Cofferati e dai segretari confederali Alfiero Grandi , Walter Cerfeda ed Elisabetta Leone e Luisa Benedettini e Nunzio Vasta la Confederazione Italiana Sindacati Lavoratori  CISL , rappresentata dal segretario generale Sergio D' Antoni e dai segretari confederali Natale Forlani e Luigi Viviani e Pasquale Inglisano e Amalio Rosati la Unione Italiana del Lavoro  UIL , rappresentata dal segretario generale Pietro Larizza e dal segretario confederale Carlo Fabio Canapa e Gabriella Galli e Franco Lago , hanno sottoscritto il presente Accordo interconfederale .
itwac	Il bambino della poesia c' era , il [SEP] passerotto [SEP] era uscito dalla pancia della nonna .
itwac	Per natura taciturna , « timida come un [SEP] passerotto [SEP] » , magra ed esile , operosa , gentile , serena e modesta , passò attraverso la vita quasi senza farsi notare .
itwac	( 2004 - 05 - 17 13:27:07.0 ) Commenti [ 0 ] Scrivi venerdì , 14 maggio 2004 bambini in ospedale Il titolo è " Guai a chi mi chiama [SEP] passerotto [SEP] " .
itwac	Torna in cima Wizli Logorroico Registrato : 21/11/03 20:35 Messaggi : 4387 Inviato : Lun Mag 16 , 2005 3:13 pm Oggetto : quella del [SEP] passerotto [SEP] di flash e l' ultima di amelia , mi fanno ridere ogni volta che le rileggo ...
itwac	Ormai i [SEP] passerotti [SEP] , non molti , ma più numerosi di prima , cantavano a cerchio .
itwac	PASQUALE Dai [SEP] passerotto [SEP] ...
itwac	Uno , o è cane o è lupo " Ed il cane con tanta pazienza gli spiega " mia mamma era una lupa , mio papà un cane , hanno fatto sesso e sono nato io , il cane lupo " Il [SEP] passerotto [SEP] si reca perplesso presso un ruscello per bere e qui vede un pesce " e tu chi sei ?
itwac	La rivista " Il [SEP] Passerotto [SEP] " ( 1907 ) Strenna a beneficio della pia istituzione Scuola e famiglia protettrice di scolari poveri .
itwac	Nello specifico un panettone può diventare un dolce e accogliente rifugio per [SEP] passerotti [SEP] che potranno contribuire in prima persona alla realizzazione della propria dimora .
itwac	Sabato pian piano se ne va passerotto ma che senso ha non ti ricordi migravamo come due gabbiani ci amavamo e le tue mani da tenere , da scaldare [SEP] passerotto [SEP] no non andar via ...
itwac	Tornato a casa il bambino mostrò il brutto [SEP] passerotto [SEP] finto alla mamma , la quale gli promise che avrebbe fatto di tutto per farlo ridiventare nuovo e bello .
itwac	Si unisce ai due un corvo-intelletuale-di-sinistra e narra la storia degli uccellacci e degli uccellini : San Francesco raccomando a frate Ciccillo e a frate Ninetto di convertire falchi e [SEP] passerotti [SEP] ; stridendo come i falchi e saltellando come i passeri , frate Ciccillo predica loro l' amore .
itwac	Quanto ho voluto bene questa donna perchè pensavo fosse buona ero capace di salire in cielo per raccoglierle un mucchio di stelle un [SEP] passerotto [SEP] che andava volando io lo presi per soddisfarla così ...
